timestamp, index, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/03/11 17:19:02.866, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:03.070, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:03.275, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:03.478, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:03.682, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:03.885, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:04.089, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:04.295, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.94 W, 1328 MHz, 715 MHz
2026/03/11 17:19:04.498, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:04.701, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:04.905, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:05.109, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:05.314, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:05.518, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.94 W, 1328 MHz, 715 MHz
2026/03/11 17:19:05.721, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.94 W, 1328 MHz, 715 MHz
2026/03/11 17:19:05.925, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:06.128, 0, Tesla P100-PCIE-16GB, P0, 39, 100 %, 0 %, 424 MiB, 16384 MiB, 36.92 W, 1328 MHz, 715 MHz
2026/03/11 17:19:07.197, 0, Tesla P100-PCIE-16GB, P0, 39, 83 %, 0 %, 408 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:19:07.401, 0, Tesla P100-PCIE-16GB, P0, 39, 8 %, 0 %, 0 MiB, 16384 MiB, 37.16 W, 1328 MHz, 715 MHz
2026/03/11 17:19:07.604, 0, Tesla P100-PCIE-16GB, P0, 39, 6 %, 0 %, 0 MiB, 16384 MiB, 36.44 W, 1328 MHz, 715 MHz
2026/03/11 17:19:07.808, 0, Tesla P100-PCIE-16GB, P0, 39, 0 %, 0 %, 0 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:19:08.014, 0, Tesla P100-PCIE-16GB, P0, 39, 0 %, 0 %, 0 MiB, 16384 MiB, 36.70 W, 1328 MHz, 715 MHz
2026/03/11 17:19:08.217, 0, Tesla P100-PCIE-16GB, P0, 39, 0 %, 0 %, 12 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
2026/03/11 17:19:08.422, 0, Tesla P100-PCIE-16GB, P0, 39, 6 %, 0 %, 424 MiB, 16384 MiB, 37.16 W, 1328 MHz, 715 MHz
2026/03/11 17:19:08.625, 0, Tesla P100-PCIE-16GB, P0, 39, 11 %, 1 %, 0 MiB, 16384 MiB, 36.68 W, 1328 MHz, 715 MHz
